USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE
926,277,1707700244,click
113,165,1705921141,click
435,448,1716975519,click
720,468,1720153682,click
572,424,1707304776,purchase
741,147,1714770080,click
701,106,1720107142,click
285,311,1718123396,click
107,244,1708101011,click
503,249,1706033591,purchase
740,293,1710160774,click
244,396,1707866420,purchase
272,300,1710762058,click
569,118,1720166731,click
731,377,1705795292,click
984,500,1721258259,click
714,64,1712345990,click
798,129,1708035615,click
448,174,1711646673,purchase
363,471,1720842874,click
827,368,1715901990,click
532,78,1713997214,click
480,293,1717643079,purchase
897,206,1706831731,click
881,155,1709505045,click
825,146,1718486749,click
27,158,1706649696,click
595,204,1705603082,click
492,28,1709442585,purchase
206,484,1712572098,click
594,117,1718115158,click
585,490,1719561678,click
275,270,1709949186,click
376,191,1715265305,click
429,484,1715509968,click
261,182,1717039567,click
164,252,1707560759,click
110,237,1719885230,click
857,93,1710086676,purchase
245,414,1705198893,purchase
493,13,1704805833,click
210,2,1712341835,purchase
966,462,1719053584,click
342,170,1713925862,purchase
191,93,1713039492,click
998,467,1717743031,click
623,205,1707083066,purchase
279,21,1710003444,click
41,112,1713296871,click
769,312,1709279781,click
451,453,1705250908,purchase
683,239,1710939724,click
643,283,1705709020,click
233,138,1720522835,purchase
214,107,1714349913,click
561,425,1712439932,click
519,465,1704400195,click
586,286,1711885420,purchase
449,432,1720486227,click
652,180,1718689744,click
883,348,1713132412,purchase
860,298,1717371839,click
612,372,1714100231,click
326,490,1705023341,click
838,57,1706255207,click
264,238,1718264166,click
22,289,1707047584,click
983,383,1716350385,click
990,52,1709025592,purchase
5,456,1717109092,click
21,388,1714171100,click
575,272,1713504940,click
952,371,1717501625,click
504,189,1720611650,click
586,52,1706781801,click
454,54,1708937058,click
191,404,1716575257,purchase
208,263,1706819288,purchase
871,150,1720404386,click
573,309,1705330270,click
519,421,1716315174,click
78,346,1715864735,click
442,366,1715744406,click
233,194,1707952520,click
436,447,1717893856,purchase
527,94,1705234776,click
766,332,1710498109,click
438,221,1707038542,click
662,35,1710149479,click
28,95,1705656613,purchase
763,86,1712061933,purchase
390,274,1712440513,click
251,308,1711436406,click
476,401,1717730745,click
308,72,1706099315,click
739,68,1715594120,click
196,119,1711267868,click
516,439,1713984107,click
264,138,1719156985,click
931,407,1706728804,click
663,72,1718730397,click
43,47,1717248530,click
255,110,1711205499,click
290,46,1717203602,purchase
430,29,1716875891,click
137,159,1721047861,click
433,259,1720862756,click
927,96,1707073963,click
39,93,1714351708,click
362,380,1713214708,click
560,141,1705172763,click
715,98,1709533074,click
299,164,1706789544,purchase
229,252,1711914733,click
129,43,1718186723,purchase
303,31,1709283402,click
736,135,1716984429,click
464,487,1721125306,click
594,471,1714969904,click
315,322,1705305969,purchase
839,123,1704733738,click
635,329,1720542021,click
276,138,1715761414,click
979,372,1719052864,click
545,143,1713283291,click
628,143,1704431440,click
66,438,1705979929,click
778,234,1707532284,click
67,249,1714352231,click
798,153,1713743358,click
307,56,1707209242,click
647,164,1714376414,click
716,223,1721108777,click
923,457,1711107706,click
155,387,1712246925,click
767,129,1712132126,click
425,207,1713463968,click
880,221,1720316711,purchase
124,428,1705399375,purchase
429,434,1718122958,click
649,290,1714874634,click
405,53,1710140634,purchase
108,138,1704990464,click
539,269,1711050909,click
440,280,1715056949,click
320,252,1707755482,click
744,14,1704682573,click
633,382,1721198250,click
120,336,1720620422,click
262,340,1704857911,click
718,191,1709593850,purchase
953,324,1712438684,click
573,153,1707038490,click
902,28,1718477982,click
892,267,1717927333,click
650,332,1714291259,click
527,316,1716489418,click
542,55,1709218062,click
583,496,1711930131,click
61,229,1711216560,purchase
461,451,1705284122,click
453,228,1715855865,click
936,38,1713545242,click
373,30,1704259076,purchase
801,241,1717593481,purchase
544,443,1717627928,purchase
740,33,1707625345,click
964,426,1710074357,purchase
317,245,1720335339,purchase
176,278,1710918736,click
197,398,1704954628,click
865,177,1712107121,click
911,83,1711160145,click
397,470,1709077177,click
111,70,1706792802,click
438,343,1709358474,click
498,29,1710344544,click
565,277,1709901128,click
510,335,1719856835,click
599,184,1720738582,click
135,97,1707724769,click
522,185,1704194330,click
200,264,1710375256,click
48,161,1715502466,click
996,330,1710030874,click
844,60,1708506568,purchase
342,176,1710331392,click
668,85,1712541031,click
874,149,1705816796,purchase
105,489,1713558097,click
599,452,1714445292,purchase
413,81,1719336819,click
436,159,1715177692,click
706,434,1713243006,click
103,380,1720815137,click
803,297,1719429413,click
591,140,1707254858,click
204,478,1713323455,click
742,65,1711377558,click
872,233,1713323866,purchase
225,129,1719708848,click
887,456,1708886016,click
384,441,1705418632,click
907,263,1709706701,click
481,256,1705937452,click
244,488,1709037637,click
340,440,1718132351,click
72,134,1706030964,click
857,201,1713557774,click
220,184,1706805450,click
519,343,1713086618,click
399,490,1718375109,click
543,126,1712547976,click
805,108,1704510357,click
959,364,1710498858,purchase
851,500,1714978044,click
484,443,1720142035,click
534,372,1719544111,click
126,229,1712307480,purchase
649,323,1710656091,click
6,347,1721530610,click
707,439,1717701249,click
765,450,1709883785,click
208,453,1714301079,purchase
736,479,1720477564,purchase
642,167,1721346492,click
944,106,1706084910,click
776,72,1719587809,click
337,206,1717353077,click
347,34,1718021434,click
853,428,1707471805,click
229,217,1706741789,click
187,141,1720547165,purchase
946,246,1710308788,click
479,465,1715003574,click
923,39,1705910786,click
343,165,1712854300,purchase
245,443,1721022280,click
593,186,1704497323,click
496,71,1716077871,click
389,258,1715192203,click
778,232,1706653238,click
57,319,1717839203,click
501,94,1716627815,click
83,60,1716950226,click
361,51,1712846778,click
778,433,1709012307,click
683,104,1710836407,purchase
28,243,1706466033,click
256,58,1708654489,purchase
312,60,1704108941,purchase
309,366,1717940637,click
482,252,1708037290,click
918,376,1705257690,click
857,315,1711046688,click
445,35,1709080777,click
640,418,1709173206,click
863,438,1715359200,click
728,482,1717056775,click
750,219,1717979143,click
860,101,1712310884,click
606,70,1704670367,click
992,2,1715429346,click
537,205,1721421883,click
314,226,1716135128,click
885,413,1704628449,click
583,37,1717950411,click
923,319,1711771431,click
401,139,1707708298,click
266,88,1713268820,click
229,385,1716749352,click
795,480,1715043044,purchase
294,362,1710508349,purchase
45,71,1705801296,click
964,290,1721161349,click
319,338,1719055516,click
919,495,1715653398,click
692,274,1704356781,click
298,490,1714563351,click
953,405,1713882468,click
140,117,1713848616,purchase
914,317,1709862726,click
224,274,1716441363,click
46,383,1712686759,click
962,260,1713947248,click
919,200,1713688569,purchase
271,282,1712896673,click
415,223,1712789125,purchase
237,155,1705693245,click
59,137,1706126969,click
590,292,1714698234,click
422,174,1706449109,purchase
227,456,1708553943,click
754,456,1707500836,click
591,294,1711175710,click
499,468,1712327970,click
535,314,1717272816,click
33,160,1709015804,click
6,429,1709992211,click
666,365,1710098040,click
619,148,1711112707,purchase
231,315,1707817085,click
113,276,1704343255,click
755,279,1705883623,purchase
524,304,1710069631,purchase
579,318,1705071606,click
975,266,1713286854,click
147,437,1721508071,click
897,87,1719110599,purchase
250,211,1717002619,click
228,65,1718310941,click
899,330,1711540028,click
66,96,1714512021,click
875,205,1706395231,click
261,253,1704713742,click
664,43,1716719438,click
586,149,1711812041,click
789,162,1719644242,click
615,370,1706159241,click
271,71,1719187360,click
455,330,1706457260,purchase
28,435,1719990575,purchase
568,32,1720321313,click
146,440,1714451262,click
571,319,1721255830,click
552,317,1713866624,click
693,106,1710626916,click
150,487,1721329897,purchase
318,350,1712554290,click
641,367,1710462395,click
587,178,1713086592,purchase
235,360,1710912870,click
664,64,1713562575,click
562,493,1719959415,click
974,483,1719445538,click
152,149,1719206983,purchase
31,481,1708089844,click
788,243,1705399542,click
453,96,1712934763,click
969,278,1707701980,purchase
278,275,1709858687,click
326,228,1715260078,click
219,89,1704797232,click
551,56,1704793678,click
420,488,1705700477,click
441,47,1711361380,click
397,265,1716494878,click
719,268,1713246212,purchase
310,126,1717138309,click
718,409,1708587224,click
22,429,1716375275,click
236,1,1716896432,click
206,237,1716427035,click
197,483,1707118280,click
426,378,1717369944,click
437,109,1710830058,click
755,448,1713659917,click
846,319,1709708278,click
229,67,1713278553,click
881,361,1714267027,purchase
646,343,1707933969,click
726,24,1707598168,click
417,33,1705638713,click
608,6,1710059969,click
341,265,1712682444,click
842,464,1720104286,click
418,170,1705887715,purchase
313,15,1711433263,click
29,214,1720373067,click
474,83,1715782124,click
305,448,1704737319,click
571,377,1712216188,click
49,187,1709690725,click
878,248,1715325869,click
962,109,1704590352,click
996,69,1707170006,click
475,437,1710515738,purchase
995,260,1720343095,click
70,381,1714834864,click
722,345,1719839216,click
984,269,1718573537,purchase
213,438,1715975878,click
269,374,1708203476,click
621,288,1705233657,click
946,96,1716432483,click
116,154,1718559119,click
197,163,1707267361,click
842,127,1710592654,click
56,401,1707776049,click
152,453,1718919560,click
447,408,1715730974,click
144,138,1708189224,click
144,330,1714155277,purchase
849,384,1717184421,click
847,266,1711781094,click
571,50,1704607007,click
715,382,1719343715,click
538,372,1706512619,click
355,318,1718800487,purchase
902,452,1719345028,click
554,209,1707841392,click
371,156,1721039764,purchase
952,52,1704945235,purchase
478,299,1718008914,purchase
810,192,1712708093,click
553,227,1705003634,click
658,139,1713437677,click
91,101,1718168164,purchase
130,53,1713394071,click
140,262,1710890296,click
316,386,1710322469,click
246,445,1706187984,click
95,288,1717119846,click
11,51,1719144175,click
978,73,1717833456,click
416,280,1715512634,click
856,343,1707024695,click
384,103,1721524594,click
897,196,1705521724,click
337,179,1709812748,click
290,125,1716061857,click
457,210,1719495096,purchase
91,301,1717049166,purchase
200,360,1718651060,click
186,484,1720602708,click
879,233,1706740951,purchase
805,105,1715659004,click
231,311,1711201874,click
229,138,1718594641,purchase
84,4,1711747555,purchase
269,363,1719144183,click
998,8,1717649597,click
117,91,1704115235,click
825,420,1720544041,click
585,381,1717833394,purchase
700,319,1712152318,click
508,382,1712308297,click
255,470,1718315338,click
181,246,1720236432,click
19,291,1709293414,click
295,233,1717775768,click
201,78,1720386793,click
598,398,1716911449,click
392,34,1706238180,click
645,316,1713782850,purchase
684,156,1706485374,click
450,100,1706929788,purchase
585,400,1714967276,click
647,256,1710201055,click
608,286,1716222082,click
106,1,1705711669,click
455,39,1717668597,click
504,463,1719713077,purchase
387,231,1717965886,purchase
286,350,1708075994,click
645,389,1721175890,click
951,321,1713120825,click
987,99,1721483785,click
86,232,1705159588,purchase
246,103,1707185925,purchase
635,173,1704717607,click
468,157,1715605958,click
77,41,1711165933,click
581,117,1712796049,purchase
504,307,1720838477,click
815,460,1704565898,click
293,248,1720420230,click
92,222,1713385435,click
739,329,1717668137,click
605,431,1717832523,click
885,357,1717395262,click
231,500,1715431871,purchase
414,70,1719417657,click
506,258,1706359876,click
321,265,1718032342,click
196,4,1711355093,purchase
895,211,1704606478,click
720,317,1720815941,click
693,125,1704881865,click
168,260,1711863435,click
773,453,1707972517,click
961,488,1704394971,click
390,94,1707524802,click
222,341,1719467584,click
148,244,1710305140,purchase
988,400,1714594069,click
229,217,1706787572,purchase
487,339,1710121898,purchase
394,306,1704395678,click
40,260,1716887849,click
849,162,1715185263,purchase
824,293,1719584581,click
623,226,1706644856,click
946,325,1711723453,purchase
598,476,1718295347,purchase
852,248,1718244249,click
384,274,1713804226,purchase
603,48,1720480717,click
657,474,1707395323,click
320,126,1717602731,click
907,488,1707636404,click
662,277,1704878867,click
667,171,1706470495,click
359,235,1716630586,click
244,125,1708985805,purchase
373,353,1706278857,purchase
473,103,1707567530,click
879,422,1707992748,click
517,490,1711663342,click
14,352,1715274790,click
121,310,1721001486,click
846,154,1712136189,purchase
398,485,1712117513,click
681,223,1719843977,purchase
978,11,1716047289,click
765,385,1717377570,click
440,38,1714068455,click
291,54,1704158684,click
982,109,1718015574,click
136,493,1704635502,click
257,266,1711767309,click
255,297,1712792048,click
391,268,1708807403,click
194,82,1711039263,click
499,460,1705434672,click
790,111,1720653002,purchase
904,283,1719226205,click
961,338,1716687593,click
494,287,1716254351,click
561,256,1706395069,click
321,312,1710942793,click
937,78,1717090041,click
58,176,1707010522,click
55,3,1712799715,purchase
589,356,1720278676,click
944,490,1705947619,purchase
362,332,1710644334,click
449,227,1706324009,click
275,113,1716300155,purchase
776,166,1720163766,click
4,372,1711038474,click
714,46,1715319394,purchase
8,176,1718809178,click
390,449,1718230648,click
826,100,1719049974,click
852,375,1718121971,click
33,430,1706237154,click
318,180,1704922512,click
520,193,1715990755,click
622,453,1714597390,click
688,154,1705479977,click
915,471,1711754311,click
425,243,1706724017,click
638,171,1719822117,click
22,232,1711570818,purchase
568,257,1709712459,click
28,442,1716443371,click
839,279,1707653370,click
615,426,1708624159,click
675,128,1719335772,click
750,467,1720038053,purchase
304,130,1708109748,click
536,173,1715581494,purchase
496,476,1707311105,click
250,397,1711986591,click
239,222,1719135902,purchase
197,219,1709503145,click
757,275,1709833803,purchase
179,45,1706170928,purchase
47,69,1719714160,click
97,466,1705383178,click
621,160,1711174215,click
817,41,1713553642,click
37,494,1712954338,click
54,215,1710829599,click
519,2,1707770757,click
81,12,1718223303,purchase
202,307,1713692436,click
774,432,1719386866,click
365,190,1712698850,purchase
638,218,1712346148,click
282,421,1708966180,click
185,6,1708731786,click
716,92,1715497934,click
112,169,1719243642,click
306,3,1711269050,purchase
330,311,1719861700,click
760,437,1710512206,purchase
543,83,1710756525,click
476,46,1711696811,click
238,403,1709961877,click
788,322,1720923235,click
800,363,1717459293,purchase
849,254,1706423544,click
522,426,1707501354,purchase
764,318,1720375260,purchase
46,480,1720836631,click
855,9,1717367900,click
581,402,1715189611,click
161,404,1712382908,click
373,23,1708689898,purchase
948,54,1718706952,purchase
812,95,1716820938,click
496,108,1720625887,purchase
582,382,1709824617,click
591,411,1706767476,click
621,183,1704623419,click
464,52,1720555376,click
268,224,1714374544,click
37,449,1715129381,click
726,283,1714677550,click
684,180,1715831704,purchase
216,304,1707020198,click
953,365,1716416763,click
559,468,1710630780,purchase
204,328,1708071537,click
606,414,1709299790,purchase
434,389,1717334229,click
494,210,1715912140,click
301,462,1717191001,click
240,343,1707769190,purchase
954,27,1706051874,click
557,210,1709944836,click
872,268,1721381379,click
296,233,1713281042,click
826,345,1713389056,purchase
243,339,1709857833,click
824,353,1711807912,click
304,221,1704526724,click
323,7,1719326119,click
848,122,1712720954,click
574,478,1708419528,click
48,403,1709042453,click
614,85,1704261282,click
189,356,1706705797,click
787,492,1718259936,purchase
73,59,1711264589,click
474,42,1714666938,click
513,353,1709414282,click
15,437,1710677328,click
125,449,1704795613,click
808,350,1709245022,purchase
211,207,1709835821,click
488,256,1706681545,purchase
930,193,1706374952,click
798,2,1712226806,click
942,439,1721130949,purchase
174,248,1705233352,click
687,362,1714495929,purchase
754,143,1704979818,click
799,10,1717030173,click
164,259,1717529565,click
888,405,1708817933,purchase
484,80,1708440971,click
986,107,1706431989,click
213,132,1708506311,click
927,90,1716535226,click
511,114,1710109558,purchase
323,443,1719262258,click
96,435,1720841446,click
583,336,1721446411,click
387,62,1711469502,purchase
996,266,1711587966,click
859,379,1717858230,click
58,169,1720924922,click
182,202,1713715227,purchase
84,115,1715677456,click
410,466,1704871001,purchase
160,11,1714766135,click
272,380,1707954012,purchase
868,64,1709013258,click
415,486,1705009250,purchase
844,262,1711957844,click
36,109,1716137861,click
952,99,1709702370,purchase
583,376,1719318526,click
453,141,1707641789,purchase
36,175,1706137304,click
306,326,1708103589,click
674,379,1706871680,click
874,167,1716533820,click
575,237,1715863832,click
389,392,1707664021,click
99,188,1707598138,click
495,261,1717962403,purchase
769,495,1719853006,click
386,316,1713301547,click
20,431,1711936207,click
555,221,1719044924,click
859,164,1704974188,click
542,105,1710385886,click
914,119,1717553095,click
582,415,1713526547,purchase
552,135,1720660038,click
525,64,1705750267,click
470,438,1719698953,click
713,11,1715047969,click
118,96,1719028766,click
228,443,1707193229,click
314,403,1706409983,click
493,3,1711688006,purchase
28,215,1706276940,click
894,102,1719818364,click
567,121,1709537995,click
69,20,1707357022,click
53,389,1712565229,click
242,393,1706322209,click
662,405,1721050541,click
327,67,1713752313,click
393,485,1704561036,purchase
595,486,1720852218,purchase
360,23,1708664184,click
539,247,1704234614,click
280,480,1717984484,click
294,485,1710130055,click
131,458,1714996479,purchase
351,235,1718799049,purchase
584,410,1716087822,purchase
222,154,1713239703,click
364,340,1716497262,click
697,326,1719147713,click
251,489,1704654215,click
113,119,1718956165,click
858,284,1715814501,click
670,160,1708892426,purchase
780,55,1712461293,click
490,206,1704179598,click
450,414,1715090866,click
725,485,1707277175,click
282,480,1714746005,click
681,459,1717884618,click
46,300,1717644664,click
177,306,1717436030,click
63,441,1718453527,click
109,104,1708967638,click
819,194,1717463584,click
171,350,1713253117,purchase
697,490,1707975395,click
82,21,1706171959,purchase
278,489,1721011884,click
8,14,1709305995,click
363,492,1705847131,click
49,385,1717201786,purchase
574,234,1704477169,click
549,361,1704597617,click
414,448,1714378855,purchase
293,119,1719389473,click
206,121,1715720345,purchase
403,271,1718422192,purchase
69,403,1717449273,click
2,339,1704986474,click
114,182,1709079892,click
864,259,1719366500,click
121,238,1708769734,click
446,117,1713775767,click
826,21,1720394961,click
404,166,1704316450,click
267,258,1714886126,click
113,35,1719943161,click
371,43,1720188336,click
919,369,1711900795,click
875,6,1705801604,click
494,485,1721203131,click
870,240,1704669319,click
728,22,1713464318,click
524,272,1707198608,click
5,375,1716920320,click
26,323,1711474082,click
